"id","Antenna...Dish","Type","Applicant","Location","SBL.","Issued","Year","Valuation","Fee.Amount","Location2","lon","lat","Tract"
3338,"PC-0104-15","Road Cut","National Grid","Wheaton Rd, Syracuse","","04/13/2015",2015,0,0,NA,NA,NA,NA
3339,"PC-0104-16","Public Assembly","Human Movement","Park St, Syracuse","","06/20/2016",2016,0,0,NA,NA,NA,NA
3340,"PC-0105-14","Road Cut","National Grid","Elliott St, Syracuse","","06/10/2014",2014,0,0,NA,NA,NA,NA
3341,"PC-0105-15","Liability Waiver","ICF Construction","Midler Ave S, Syracuse","","04/03/2015",2015,0,50,NA,NA,NA,NA
3342,"PC-0105-16","Liability Waiver","Clark Rigging and Rental","Warren St S, Syracuse","","04/02/2016",2016,0,50,NA,NA,NA,NA
3343,"PC-0106-13","Road Cut","MAHONEY DESIGN & BUILD INC","Solar St, Syracuse","","05/23/2013",2013,0,0,NA,NA,NA,NA
3344,"PC-0107-13","Road Cut","Verizon New York Inc","Franklin St N, Syracuse","","04/17/2013",2013,0,0,NA,NA,NA,NA
3345,"PC-0108-13","Liability Waiver","Hygeia Environmental LLC","Warren St S, Syracuse","","03/26/2013",2013,0,0,NA,NA,NA,NA
3346,"PC-0108-15","Public Assembly","Focus on Awareness and Information 
Resources of NY, Inc.","Water St E, Syracuse","","04/13/2015",2015,0,0,NA,NA,NA,NA
3347,"PC-0108-16","Public Assembly","Inner City Little League","Salt Springs Rd, Syracuse","","03/18/2016",2016,0,0,NA,NA,NA,NA
3348,"PC-0110-15","Public Assembly","Southern Christian Leadership Conference","State St S, Syracuse","","04/09/2015",2015,0,0,NA,NA,NA,NA
3349,"PC-0111-14","Road Cut","National Grid","Rowland St, Syracuse","","06/11/2014",2014,0,0,NA,NA,NA,NA
3350,"PC-0111-15","Block Party (Business)","Mountain Goat Run Foundation","Clinton St N, Syracuse","","04/27/2015",2015,0,0,NA,NA,NA,NA
3351,"PC-0112-13","Road Cut","National Grid","Westcott St, Syracuse","","04/29/2013",2013,0,0,NA,NA,NA,NA
3352,"PC-0112-14","Block Party (Business)","Eastwood American Legion","James St, Syracuse","","05/26/2014",2014,0,0,NA,NA,NA,NA
3353,"PC-0113-13","Road Cut","National Grid","Hamilton St, Syracuse","","05/30/2013",2013,0,0,NA,NA,NA,NA
3354,"PC-0113-14","Road Cut","National Grid","Merrill St, Syracuse","","06/10/2014",2014,0,0,NA,NA,NA,NA
3355,"PC-0114-13","Road Cut","National Grid","Fayette St E, Syracuse","","04/26/2013",2013,0,0,NA,NA,NA,NA
3356,"PC-0114-14","Road Cut","National Grid","Martin St, Syracuse","","06/11/2014",2014,0,0,NA,NA,NA,NA
3357,"PC-0114-16","Liability Waiver","Clinton St Pub","Clinton St S, Syracuse","","03/11/2016",2016,0,50,NA,NA,NA,NA
3358,"PC-0115-14","Road Cut","National Grid","Loma Ave, Syracuse","","06/11/2014",2014,0,0,NA,NA,NA,NA
3359,"PC-0115-16","Block Party (Business)","Interfaith Works of CNY Inc","Kirkpatrick St, Syracuse","","06/11/2016",2016,0,0,NA,NA,NA,NA
3360,"PC-0116-14","Road Cut","National Grid","Kenwood Ave, Syracuse","","06/12/2014",2014,0,0,NA,NA,NA,NA
3361,"PC-0116-15","Block Party (Business)","Improved Benevolent & Protective Order 
of Elks of the World Lodge #1104","Salina St S, Syracuse","","06/13/2015",2015,0,0,NA,NA,NA,NA
3362,"PC-0116-16","Public Assembly","Oromo Community of NY","Salina St N, Syracuse","","03/17/2016",2016,0,0,NA,NA,NA,NA
3363,"PC-0117-14","Road Cut","National Grid","Harford Rd, Syracuse","","06/12/2014",2014,0,0,NA,NA,NA,NA
3364,"PC-0117-16","Road Cut","National Grid","Dakin St, Syracuse","","05/04/2016",2016,0,0,NA,NA,NA,NA
3365,"PC-0118-14","Road Cut","National Grid","Englert Ave, Syracuse","","06/12/2014",2014,0,0,NA,NA,NA,NA
3366,"PC-0118-15","Block Party (Business)","Syracuse University","Walnut Pl, Syracuse","","04/24/2015",2015,0,493.75,NA,NA,NA,NA
3367,"PC-0119-13","Road Cut","National Grid","Nottingham Rd, Syracuse","","05/02/2013",2013,0,0,NA,NA,NA,NA
3368,"PC-0119-14","Road Cut","National Grid","Chatham Pl, Syracuse","","06/12/2014",2014,0,0,NA,NA,NA,NA
3369,"PC-0119-15","Block Party (Business)","Operation Northern Comfort","Clinton St N, Syracuse","","05/01/2015",2015,0,517.5,NA,NA,NA,NA
3370,"PC-0120-13","Curb Cut","1001 W Gensee St LLC","Genesee St W, Syracuse","","05/31/2013",2013,0,0,NA,NA,NA,NA
3371,"PC-0120-14","Road Cut","National Grid","Ardmore Pl, Syracuse","","06/12/2014",2014,0,0,NA,NA,NA,NA
3372,"PC-0120-15","Road Cut","National Grid","Genesee St E, Syracuse","","05/22/2015",2015,0,0,NA,NA,NA,NA
3373,"PC-0120-16","Road Cut","National Grid","Seneca Tnpk E Rear, Syracuse","","07/23/2016",2016,0,0,NA,NA,NA,NA
3374,"PC-0121-13","Road Cut","D E Tarolli","Genesee St W, Syracuse","","05/29/2013",2013,0,0,NA,NA,NA,NA
3375,"PC-0121-14","Liability Waiver","Roy Stanley Inc","Washington St E, Syracuse","","04/22/2014",2014,0,0,NA,NA,NA,NA
3376,"PC-0121-16","Liability Waiver","Premier Sign Systems","Fayette St W, Syracuse","","04/02/2016",2016,0,50,NA,NA,NA,NA
3377,"PC-0122-13","Road Cut","JK Tobin Construction Co Inc","Euclid Ave, Syracuse","","05/29/2013",2013,0,0,NA,NA,NA,NA
3378,"PC-0124-14","Liability Waiver","Creek Rats","Dickerson St, Syracuse","","05/03/2014",2014,0,0,NA,NA,NA,NA
3379,"PC-0124-15","Block Party (Residential)","FACES of Nottingham","Meadowbrook Dr, Syracuse","","05/31/2015",2015,0,25,NA,NA,NA,NA
3380,"PC-0127-13","Road Cut","Davis Wallbridge","Westcott St, Syracuse","","07/01/2013",2013,0,0,NA,NA,NA,NA
3381,"PC-0128-15","Road Cut","National Grid","Dorchester Ave, Syracuse","","05/22/2015",2015,0,0,NA,NA,NA,NA
3382,"PC-0129-15","Road Cut","National Grid","Gray Ave & Dorchester Ave, Syracuse","","05/11/2015",2015,0,0,NA,NA,NA,NA
3383,"PC-0130-15","Road Cut","National Grid","Brattle Rd, Syracuse","","05/11/2015",2015,0,0,NA,NA,NA,NA
3384,"PC-0131-14","Block Party (Residential)","Barry Park Association","Meadowbrook Dr, Syracuse","","05/15/2014",2014,0,0,NA,NA,NA,NA
3385,"PC-0131-15","Road Cut","National Grid","Fordham Rd, Syracuse","","05/11/2015",2015,0,0,NA,NA,NA,NA
3386,"PC-0132-13","Liability Waiver","Ritter & Paratore","Crouse Ave S, Syracuse","","04/09/2013",2013,0,0,NA,NA,NA,NA
3387,"PC-0132-14","Block Party (Business)","Mountain Goat Run Foundation","Clinton St N, Syracuse","","05/04/2014",2014,0,0,NA,NA,NA,NA
3388,"PC-0133-13","Block Party (Business)","Operation Southern Comfort","Erie Blvd W, Syracuse","","05/03/2013",2013,0,0,NA,NA,NA,NA
3389,"PC-0133-15","Road Cut","National Grid","Kline St, Syracuse","","05/11/2015",2015,0,0,NA,NA,NA,NA
3390,"PC-0134-15","Road Cut","Robert H Law Inc.","Prospect Ave, Syracuse","","06/05/2015",2015,0,5056.75,NA,NA,NA,NA
3391,"PC-0135-13","Road Cut","National Grid","Cumberland Ave, Syracuse","","05/30/2013",2013,0,0,NA,NA,NA,NA
3392,"PC-0135-14","Block Party (Residential)","Barry Park Association","Meadowbrook Dr, Syracuse","","06/26/2014",2014,0,0,NA,NA,NA,NA
3393,"PC-0137-13","Block Party (Residential)","Syracuse University","Walnut Ave, Syracuse","","04/25/2013",2013,0,0,NA,NA,NA,NA
3394,"PC-0137-14","Road Cut","National Grid","Fillmore Ave, Syracuse","","07/20/2014",2014,0,0,NA,NA,NA,NA
3395,"PC-0138-14","Road Cut","National Grid","Fayette St W, Syracuse","","04/06/2015",2015,0,0,NA,NA,NA,NA
3396,"PC-0139-14","Block Party (Residential)","Citizens For A Crime Free Community","Bellevue Ave, Syracuse","","04/26/2014",2014,0,0,NA,NA,NA,NA
3397,"PC-0140-13","Block Party (Business)","Clear Channel Broadcasting Inc","Walton St, Syracuse","","06/19/2013",2013,0,0,NA,NA,NA,NA
3398,"PC-0141-13","Road Cut","Industrial Contracting Inc","Irving Ave, Syracuse","","05/22/2013",2013,0,0,NA,NA,NA,NA
3399,"PC-0141-14","Road Cut","National Grid","Bradley St, Syracuse","","07/21/2014",2014,0,0,NA,NA,NA,NA
3400,"PC-0141-15","Public Assembly","Valley Little League","Valley Dr, Syracuse","","04/22/2015",2015,0,0,NA,NA,NA,NA
3401,"PC-0141-16","Liability Waiver","CBD Construction LLC","EVANS ST, Syracuse","","03/21/2016",2016,0,50,NA,NA,NA,NA
3402,"PC-0142-13","Liability Waiver","Herald Estates LLC","Herald Pl, Syracuse","","04/22/2013",2013,0,0,NA,NA,NA,NA
3403,"PC-0142-15","Block Party (Business)","Downtown Committee of Syracuse Inc.","Montgomery St, Syracuse","","07/24/2015",2015,0,0,NA,NA,NA,NA
3404,"PC-0142-16","Block Party (Residential)","United Neighborhood Preservation 
Association","Meadowbrook Dr, Syracuse","","05/22/2016",2016,0,25,NA,NA,NA,NA
3405,"PC-0143-16","Public Assembly","Pot for Freedom","Clinton St S, Syracuse","","03/18/2016",2016,0,0,NA,NA,NA,NA
3406,"PC-0144-13","Road Cut","National Grid","Mariposa St, Syracuse","","05/30/2013",2013,0,0,NA,NA,NA,NA
3407,"PC-0144-15","Road Cut","John E Fisher Construction Co","Prospect Ave, Syracuse","","05/22/2015",2015,0,3947.5,NA,NA,NA,NA
3408,"PC-0145-13","Liability Waiver","Domicello Brothers","Montgomery St, Syracuse","","05/16/2013",2013,0,0,NA,NA,NA,NA
3409,"PC-0145-16","Parking Meter Rental","Phoenix Philosophies Inc","Clinton St S, Syracuse","","03/16/2016",2016,0,742.5,NA,NA,NA,NA
3410,"PC-0146-16","Block Party (Business)","Antique Underground","Jefferson St W, Syracuse","","05/08/2016",2016,0,0,NA,NA,NA,NA
3411,"PC-0148-14","Road Cut","National Grid","Adams St E, Syracuse","","07/01/2014",2014,0,0,NA,NA,NA,NA
3412,"PC-0149-14","Liability Waiver","Robert H Law Inc.","University Ave, Syracuse","","05/06/2014",2014,0,0,NA,NA,NA,NA
3413,"PC-0150-15","Sidewalk Replace","Syracuse City School District","Spaulding Ave, Syracuse","","05/07/2015",2015,0,0,NA,NA,NA,NA
3414,"PC-0150-16","Block Party (Residential)","The Author Publishing Co","Croly St, Syracuse","","06/26/2016",2016,0,25,NA,NA,NA,NA
3415,"PC-0151-13","Liability Waiver","Excelsior Window Cleaners","Clinton St S, Syracuse","","04/26/2013",2013,0,0,NA,NA,NA,NA
3416,"PC-0151-15","Public Assembly","Israelite School of U.P.K.","Salina St S, Syracuse","","04/17/2015",2015,0,0,NA,NA,NA,NA
3417,"PC-0152-13","Road Cut","Syracuse Utilities","University Pl, Syracuse","","05/22/2013",2013,0,0,NA,NA,NA,NA
3418,"PC-0152-15","Liability Waiver","State Tower Of Syr Assoc LLC","Water St E, Syracuse","","04/27/2015",2015,0,50,NA,NA,NA,NA
3419,"PC-0153-14","Block Party (Residential)","Michael Sales","Griffin St, Syracuse","","05/24/2014",2014,0,0,NA,NA,NA,NA
3420,"PC-0153-16","Road Cut","National Grid","MCBRIDE ST N, Syracuse","","05/21/2016",2016,0,0,NA,NA,NA,NA
3421,"PC-0154-13","Road Cut","National Grid","Thurber St, Syracuse","","05/30/2013",2013,0,0,NA,NA,NA,NA
3422,"PC-0155-13","Liability Waiver","Westcott Community Center","Onondaga Creek Blvd, Syracuse","","04/26/2013",2013,0,0,NA,NA,NA,NA
3423,"PC-0155-14","Road Cut","National Grid","Putnam St, Syracuse","","07/20/2014",2014,0,0,NA,NA,NA,NA
3424,"PC-0155-16","Road Cut","National Grid","Hickory St, Syracuse","","05/21/2016",2016,0,0,NA,NA,NA,NA
3425,"PC-0156-15","Block Party (Business)","Antique Underground","Jefferson St W, Syracuse","","05/05/2015",2015,0,0,NA,NA,NA,NA
3426,"PC-0157-16","Public Assembly","Dr. Marianna Kaufman","Salina St S To Montgomery, Syracuse","","05/02/2016",2016,0,0,NA,NA,NA,NA
3427,"PC-0158-13","Road Cut","John R Dudley Construction Inc","Onondaga St W, Syracuse","","06/04/2013",2013,0,0,NA,NA,NA,NA
3428,"PC-0159-13","Liability Waiver","Excelsior Window Cleaners","Jefferson St E, Syracuse","","05/04/2013",2013,0,0,NA,NA,NA,NA
3429,"PC-0160-12","Road Cut","JJ Lane","Willow St W, Syracuse","","05/08/2012",2012,0,0,NA,NA,NA,NA
3430,"PC-0160-14","Liability Waiver","Tumber's Town + Country Landscaping","Erie Blvd E, Syracuse","","05/05/2014",2014,0,0,NA,NA,NA,NA
3431,"PC-0161-12","Road Cut","JJ Lane","Franklin St N, Syracuse","","07/20/2012",2012,0,0,NA,NA,NA,NA
3432,"PC-0161-13","Road Cut","JJ Lane","Herriman St, Syracuse","","05/03/2013",2013,0,0,NA,NA,NA,NA
3433,"PC-0161-16","Liability Waiver","Heritage Masonry Restoration, Inc","State St S, Syracuse","","04/12/2016",2016,0,50,NA,NA,NA,NA
3434,"PC-0162-13","Road Cut","JJ Lane","Hoefler St, Syracuse","","05/03/2013",2013,0,0,NA,NA,NA,NA
3435,"PC-0162-15","Road Cut","National Grid","Rugby Rd, Syracuse","","05/11/2015",2015,0,0,NA,NA,NA,NA
3436,"PC-0163-13","Liability Waiver","JPW Riggers","Walton St, Syracuse","","04/28/2013",2013,0,0,NA,NA,NA,NA
3437,"PC-0163-14","Road Cut","Robert H Law Inc.","Prospect Ave, Syracuse","","05/21/2014",2014,0,0,NA,NA,NA,NA
3438,"PC-0163-15","Road Cut","National Grid","Cadillac St, Syracuse","","05/22/2015",2015,0,0,NA,NA,NA,NA
3439,"PC-0165-14","Road Cut","National Grid","Wilson Pl, Syracuse","","07/01/2014",2014,0,0,NA,NA,NA,NA
3440,"PC-0165-15","Liability Waiver","Rich & Gardner Construction Co.","Clinton St S, Syracuse","","04/27/2015",2015,0,50,NA,NA,NA,NA
3441,"PC-0165-16","Road Cut","National Grid","Croly St, Syracuse","","06/11/2016",2016,0,0,NA,NA,NA,NA
3442,"PC-0166-12","Road Cut","Paul F Vitale Inc","Fayette St E, Syracuse","","05/31/2012",2012,0,0,NA,NA,NA,NA
3443,"PC-0166-15","Liability Waiver","C P Ward Inc","Park St, Syracuse","","05/03/2015",2015,0,50,NA,NA,NA,NA
3444,"PC-0166-16","Road Cut","National Grid","Westcott St, Syracuse","","05/10/2016",2016,0,0,NA,NA,NA,NA
3445,"PC-0167-12","Liability Waiver","Excelsior Window Cleaners","Fayette St W, Syracuse","","04/11/2012",2012,0,0,NA,NA,NA,NA
3446,"PC-0167-13","Block Party (Residential)","Ella Mae Potter","Bellevue Ave, Syracuse","","04/25/2013",2013,0,0,NA,NA,NA,NA
3447,"PC-0167-16","Loading Zone (Business)","Pita Pit","Marshall St, Syracuse","","09/14/2016",2016,0,25,NA,NA,NA,NA
3448,"PC-0168-13","Liability Waiver","Syracuse City School District","Geddes St S, Syracuse","","04/30/2013",2013,0,0,NA,NA,NA,NA
3449,"PC-0168-16","Road Cut","National Grid","Dorchester Ave, Syracuse","","05/05/2016",2016,0,0,NA,NA,NA,NA
3450,"PC-0169-13","Liability Waiver","Environmental Services Inc","Mcbride St S, Syracuse","","05/02/2013",2013,0,0,NA,NA,NA,NA
3451,"PC-0171-12","Block Party (Residential)","Huntington Family Center","Niagara St, Syracuse","","07/25/2012",2012,0,0,NA,NA,NA,NA
3452,"PC-0171-15","Public Assembly","Onondaga County Bar Association","Montgomery St, Syracuse","","04/30/2015",2015,0,0,NA,NA,NA,NA
3453,"PC-0171-16","Parking Meter Rental","Liebermans Books DBA Penntext","Walnut Ave, Syracuse","","04/20/2016",2016,0,101.25,NA,NA,NA,NA
3454,"PC-0172-15","Public Assembly","OnCenter Complex / SMG","State St S, Syracuse","","04/30/2015",2015,0,0,NA,NA,NA,NA
3455,"PC-0173-12","Block Party (Residential)","Syracuse University","Walnut Pl, Syracuse","","04/26/2012",2012,0,0,NA,NA,NA,NA
3456,"PC-0173-13","Liability Waiver","Creek Rats","Water St W, Syracuse","","05/04/2013",2013,0,0,NA,NA,NA,NA
3457,"PC-0174-13","Road Cut","Route 84 Enterprises Inc","Raynor Ave E, Syracuse","","07/25/2013",2013,0,0,NA,NA,NA,NA
3458,"PC-0175-12","Road Cut","National Grid","Park Ave, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3459,"PC-0175-13","Liability Waiver","Syracuse University","Euclid Ave, Syracuse","","05/04/2013",2013,0,0,NA,NA,NA,NA
3460,"PC-0175-14","Block Party (Residential)","Lisa Smith","Hampshire Rd, Syracuse","","06/14/2014",2014,0,0,NA,NA,NA,NA
3461,"PC-0175-15","Block Party (Business)","Eastwood American Legion Post 1276","James St, Syracuse","","05/25/2015",2015,0,0,NA,NA,NA,NA
3462,"PC-0175-16","Road Cut","National Grid","Alanson Rd, Syracuse","","05/11/2016",2016,0,0,NA,NA,NA,NA
3463,"PC-0176-12","Curb Cut","Paul F Vitale Inc","Fayette St E, Syracuse","","05/31/2012",2012,0,0,NA,NA,NA,NA
3464,"PC-0176-14","Block Party (Residential)","Southside Community Coalition","Colvin St E, Syracuse","","07/10/2014",2014,0,0,NA,NA,NA,NA
3465,"PC-0177-13","Liability Waiver","C. Westcott Construction Co. LLC","Washington St E, Syracuse","","05/13/2013",2013,0,0,NA,NA,NA,NA
3466,"PC-0177-15","Public Assembly","Israelite School of U.P.K.","Salina St S, Syracuse","","04/24/2015",2015,0,0,NA,NA,NA,NA
3467,"PC-0177-16","Parking Meter Rental","Landmark Theatre Properties","Clinton St S, Syracuse","","03/29/2016",2016,0,0,NA,NA,NA,NA
3468,"PC-0178-14","Liability Waiver","Front Wheel Productions LLC","Meadowbrook Dr, Syracuse","","05/12/2014",2014,0,0,NA,NA,NA,NA
3469,"PC-0178-16","Liability Waiver","Syracuse Area Landmark Theatre","Clinton St S, Syracuse","","04/03/2016",2016,0,0,NA,NA,NA,NA
3470,"PC-0179-13","Liability Waiver","Excelsior Window Cleaners","Salina St S, Syracuse","","05/04/2013",2013,0,0,NA,NA,NA,NA
3471,"PC-0179-15","Road Cut","National Grid","Highland Ave, Syracuse","","05/08/2015",2015,0,0,NA,NA,NA,NA
3472,"PC-0179-16","Road Cut","National Grid","Lodi St, Syracuse","","07/23/2016",2016,0,0,NA,NA,NA,NA
3473,"pc-0180-12","Block Party (Residential)","Syracuse Housing Authority","State St S, Syracuse","","04/26/2012",2012,0,0,NA,NA,NA,NA
3474,"PC-0184-12","Liability Waiver","Creek Rats","Hovey St, Syracuse","","04/11/2012",2012,0,0,NA,NA,NA,NA
3475,"PC-0184-13","Liability Waiver","Northland Associates Inc","Madison St, Syracuse","","05/03/2013",2013,0,0,NA,NA,NA,NA
3476,"PC-0184-14","Road Cut","National Grid","Colvin St E, Syracuse","","07/20/2014",2014,0,0,NA,NA,NA,NA
3477,"PC-0184-15","Road Cut","National Grid","Kirkpatrick St W, Syracuse","","05/29/2015",2015,0,0,NA,NA,NA,NA
3478,"PC-0185-12","Road Cut","Over & Under Piping Contractors, Inc.","Van Buren St, Syracuse","","06/20/2012",2012,0,0,NA,NA,NA,NA
3479,"PC-0185-13","Liability Waiver","Clark Rigging and Rental","Salina St S, Syracuse","","05/12/2013",2013,0,0,NA,NA,NA,NA
3480,"PC-0185-15","Liability Waiver","CBD Construction, LLC.","Washington St E, Syracuse","","05/01/2015",2015,0,263.75,NA,NA,NA,NA
3481,"PC-0186-14","Block Party (Residential)","Syracuse Soap Box Derby Inc","Second North St, Syracuse","","05/21/2014",2014,0,0,NA,NA,NA,NA
3482,"PC-0186-15","Liability Waiver","Murnane Building Contractors","Monroe St, Syracuse","","05/11/2015",2015,0,50,NA,NA,NA,NA
3483,"PC-0187-16","Parking Meter Rental","Robert Schneider","Clinton St S, Syracuse","","04/15/2016",2016,0,56.25,NA,NA,NA,NA
3484,"PC-0188-13","Liability Waiver","O'Brien & Gere","Fayette St W, Syracuse","","05/04/2013",2013,0,0,NA,NA,NA,NA
3485,"PC-0188-15","Liability Waiver","Santaro Development, LLC","Bear St W & Solar St, Syracuse","","05/01/2015",2015,0,50,NA,NA,NA,NA
3486,"PC-0189-15","Road Cut","National Grid","Loma Ave, Syracuse","","05/22/2015",2015,0,0,NA,NA,NA,NA
3487,"PC-0189-16","Block Party (Business)","Projex214","JEFFERSON ST W, Syracuse","","06/19/2016",2016,0,100,NA,NA,NA,NA
3488,"PC-0190-15","Block Party (Business)","Onondaga County Bar Association","Montgomery St, Syracuse","","05/01/2015",2015,0,100,NA,NA,NA,NA
3489,"PC-0190-16","Road Cut","National Grid","Whittier Ave, Syracuse","","06/11/2016",2016,0,0,NA,NA,NA,NA
3490,"PC-0192-14","Block Party (Business)","Chris Arnold","Franklin St N, Syracuse","","06/07/2014",2014,0,0,NA,NA,NA,NA
3491,"PC-0192-16","Block Party (Residential)","ESB Suny ESF","Beecher St, Syracuse","","04/16/2016",2016,0,0,NA,NA,NA,NA
3492,"PC-0193-15","Liability Waiver","Clean Harbors Environmental Services","Butternut St, Syracuse","","05/08/2015",2015,0,50,NA,NA,NA,NA
3493,"PC-0193-16","Public Assembly","Valley Little League","Valley Dr, Syracuse","","05/02/2016",2016,0,0,NA,NA,NA,NA
3494,"PC-0194-14","Liability Waiver","Slalom Productions","Hiawatha Blvd W, Syracuse","","06/02/2014",2014,0,0,NA,NA,NA,NA
3495,"PC-0195-14","Sidewalk Replace","Viau Construction Corp","Union Ave, Syracuse","","05/23/2014",2014,0,0,NA,NA,NA,NA
3496,"PC-0195-15","Liability Waiver","Lupini Construction","Clinton St S, Syracuse","","05/04/2015",2015,0,50,NA,NA,NA,NA
3497,"PC-0195-16","Liability Waiver","Americard Systems Inc","MONTGOMERY ST, Syracuse","","04/12/2016",2016,0,50,NA,NA,NA,NA
3498,"PC-0196-16","Block Party (Business)","Mountain Goat Run Foundation","Clinton St N, Syracuse","","05/01/2016",2016,0,0,NA,NA,NA,NA
3499,"PC-0197-15","Road Cut","National Grid","Douglas St, Syracuse","","06/16/2015",2015,0,0,NA,NA,NA,NA
3500,"PC-0198-14","Block Party (Business)","Galaxy Communications","Clinton St N, Syracuse","","06/04/2014",2014,0,0,NA,NA,NA,NA
3501,"PC-0198-15","Road Cut","National Grid","Hood Ave, Syracuse","","05/22/2015",2015,0,0,NA,NA,NA,NA
3502,"PC-0198-16","Road Cut","National Grid","Tennyson Ave, Syracuse","","06/11/2016",2016,0,0,NA,NA,NA,NA
3503,"PC-0199-13","Liability Waiver","Josall Syracuse Inc","Granger St, Syracuse","","05/10/2013",2013,0,0,NA,NA,NA,NA
3504,"PC-0199-15","Road Cut","National Grid","Elizabeth St, Syracuse","","05/22/2015",2015,0,0,NA,NA,NA,NA
3505,"PC-0199-16","Road Cut","National Grid","Cambridge St, Syracuse","","06/11/2016",2016,0,0,NA,NA,NA,NA
3506,"PC-0200-13","Block Party (Residential)","Southside Community Coalition","Colvin St E, Syracuse","","07/11/2013",2013,0,0,NA,NA,NA,NA
3507,"PC-0200-14","Liability Waiver","Excelsior Window Cleaners","Salina St S, Syracuse","","05/24/2014",2014,0,0,NA,NA,NA,NA
3508,"PC-0200-16","Road Cut","National Grid","Fayette St E , Syracuse","","07/23/2016",2016,0,0,NA,NA,NA,NA
3509,"PC-0201-12","Liability Waiver","Creek Rats","Plum St, Syracuse","","05/05/2012",2012,0,0,NA,NA,NA,NA
3510,"PC-0201-15","Liability Waiver","CBD Construction, LLC.","Forman Ave, Syracuse","","05/04/2015",2015,0,50,NA,NA,NA,NA
3511,"PC-0202-12","Liability Waiver","C&S Crane & Rigging","Crouse Ave S, Syracuse","","06/23/2012",2012,0,0,NA,NA,NA,NA
3512,"PC-0202-13","Road Cut","National Grid","Washington St E, Syracuse","","05/30/2013",2013,0,0,NA,NA,NA,NA
3513,"PC-0203-13","Road Cut","National Grid","Salina St S, Syracuse","","07/12/2013",2013,0,0,NA,NA,NA,NA
3514,"PC-0203-15","Road Cut","Rich & Gardner Construction Co.","Genesee St W, Syracuse","","07/06/2015",2015,0,766.9,NA,NA,NA,NA
3515,"PC-0204-14","Block Party (Residential)","Joseph O'Hara","Alexander Ave, Syracuse","","05/27/2014",2014,0,0,NA,NA,NA,NA
3516,"PC-0204-15","Liability Waiver","Michael J. Rubenstein, Inc..dba  Manny's","Marshall St, Syracuse","","05/07/2015",2015,0,50,NA,NA,NA,NA
3517,"PC-0205-14","Block Party (Residential)","Westside Academy @ Blodgett","Oswego St, Syracuse","","06/25/2014",2014,0,0,NA,NA,NA,NA
3518,"PC-0206-13","Road Cut","National Grid","Brighton Ave E, Syracuse","","05/30/2013",2013,0,0,NA,NA,NA,NA
3519,"PC-0206-14","Liability Waiver","Starlight Maintenance Corp","Harrison St, Syracuse","","06/01/2014",2014,0,0,NA,NA,NA,NA
3520,"PC-0206-16","Public Assembly","Israelite School of U.P.K.","Salina St S, Syracuse","","05/02/2016",2016,0,0,NA,NA,NA,NA
3521,"PC-0208-12","Block Party (Business)","NYS United Teachers","Washington St E, Syracuse","","05/11/2012",2012,0,0,NA,NA,NA,NA
3522,"PC-0208-13","Curb Cut","Smith Housing LLC","Seymour St, Syracuse","","05/23/2013",2013,0,0,NA,NA,NA,NA
3523,"PC-0209-15","Liability Waiver","Landmark Theatre Properties, LLC","Jefferson St W, Syracuse","","05/08/2015",2015,0,50,NA,NA,NA,NA
3524,"PC-0209-16","Road Cut","Verizon New York Inc.","Hancock International Airport 9999 Airport 
Boulevard","","07/09/2016",2016,0,0,NA,NA,NA,NA
3525,"PC-0210-15","Road Cut","National Grid","Lincoln Pk Dr, Syracuse","","06/16/2015",2015,0,0,NA,NA,NA,NA
3526,"PC-0210-16","Block Party (Business)","Onondaga County Bar Association","Montgomery St, Syracuse","","05/03/2016",2016,0,100,NA,NA,NA,NA
3527,"PC-0211-16","Block Party (Residential)","Kathy  Bible","Robineau Rd, Syracuse","","05/05/2016",2016,0,25,NA,NA,NA,NA
3528,"PC-0212-15","Road Cut","Joseph J. Lane Construction Inc.","Cadillac St, Syracuse","","08/28/2015",2015,0,9571,NA,NA,NA,NA
3529,"PC-0213-15","Parking Meter Rental","Syracuse University School of Education","Franklin St S, Syracuse","","05/01/2015",2015,0,22.5,NA,NA,NA,NA
3530,"PC-0213-16","Liability Waiver","CBD Construction LLC","Warren St S, Syracuse","","04/23/2016",2016,0,50,NA,NA,NA,NA
3531,"PC-0214-16","Parking Meter Rental","CBD Construction LLC","Warren St S, Syracuse","","05/02/2016",2016,0,157.5,NA,NA,NA,NA
3532,"PC-0215-13","Road Cut","National Grid","University Ave, Syracuse","","07/13/2013",2013,0,0,NA,NA,NA,NA
3533,"PC-0215-15","Block Party (Business)","Barry Park Association","Meadowbrook Dr, Syracuse","","05/17/2015",2015,0,0,NA,NA,NA,NA
3534,"PC-0215-16","Block Party (Residential)","Citizens For A Crime Free Community","Bellevue Ave, Syracuse","","04/16/2016",2016,0,0,NA,NA,NA,NA
3535,"PC-0216-13","Liability Waiver","Industrial Contracting Inc","Irving Ave, Syracuse","","05/16/2013",2013,0,0,NA,NA,NA,NA
3536,"PC-0216-16","Liability Waiver","CBD Construction LLC","Warren St S, Syracuse","","04/18/2016",2016,0,50,NA,NA,NA,NA
3537,"PC-0217-15","Block Party (Business)","World Sikh Watch","Clinton St N, Syracuse","","05/23/2015",2015,0,146.25,NA,NA,NA,NA
